title,artist,album,origin_title,origin_type,origin_medium,genre,language,karaoke,source_dir,audio_file,lyrics_file,image_file
Grease Man in a Jam,Jeris,,http://ccmixter.org,,,Funk-Hop,en,false,/,Jeris - Grease Man in a Jam.mp3,Jeris - Grease Man in a Jam.txt,
